token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
30121,EQUAL200-EQ,EQUAL200,,-1,1,,NSE,1
30244,BHARATSE-EQ,BHARATSE,,-1,1,,NSE,1
312,TIINDIA-EQ,TIINDIA,,-1,1,,NSE,10
31163,RHIM-EQ,RHIM,,-1,1,,NSE,5
31234,SCHNEIDER-EQ,SCHNEIDER,,-1,1,,NSE,5
3186,SKFINDIA-EQ,SKFINDIA,,-1,1,,NSE,10
3291,STARPAPER-EQ,STARPAPER,,-1,1,,NSE,1
3348,SUNFLAG-EQ,SUNFLAG,,-1,1,,NSE,5
3481,THOMASCOOK-EQ,THOMASCOOK,,-1,1,,NSE,1
3570,UCAL-EQ,UCAL,,-1,1,,NSE,1
3721,TATACOMM-EQ,TATACOMM,,-1,1,,NSE,10
3736,WALCHANNAG-EQ,WALCHANNAG,,-1,1,,NSE,1
3827,ZUARIIND-EQ,ZUARIIND,,-1,1,,NSE,5
3918,NATCOPHARM-EQ,NATCOPHARM,,-1,1,,NSE,5
3987,GREENPLY-EQ,GREENPLY,,-1,1,,NSE,5
4037,AUSOMENT-EQ,AUSOMENT,,-1,1,,NSE,1
422,BHARATFORG-EQ,BHARATFORG,,-1,1,,NSE,10
4130,REGENCERAM-EQ,REGENCERAM,,-1,1,,NSE,1
4391,GULFOILLUB-EQ,GULFOILLUB,,-1,1,,NSE,10
4394,MIRZAINT-EQ,MIRZAINT,,-1,1,,NSE,1
4410,JAGSNPHARM-EQ,JAGSNPHARM,,-1,1,,NSE,1
4491,JCHAC-EQ,JCHAC,,-1,1,,NSE,10
4525,DYNAMATECH-EQ,DYNAMATECH,,-1,1,,NSE,50
4548,GUJRAFFIA-EQ,GUJRAFFIA,,-1,1,,NSE,1
4843,SNOWMAN-EQ,SNOWMAN,,-1,1,,NSE,1
4920,HINDCON-EQ,HINDCON,,-1,1,,NSE,1
4934,IPL-EQ,IPL,,-1,1,,NSE,1
4986,IRCON-EQ,IRCON,,-1,1,,NSE,1
5068,SHEMAROO-EQ,SHEMAROO,,-1,1,,NSE,1
5143,JAICORPLTD-EQ,JAICORPLTD,,-1,1,,NSE,1
5186,STYLAMIND-EQ,STYLAMIND,,-1,1,,NSE,10
526,BPCL-EQ,BPCL,,-1,1,,NSE,5
5373,DEVYANI-EQ,DEVYANI,,-1,1,,NSE,1
5428,TRIGYN-EQ,TRIGYN,,-1,1,,NSE,1
5578,ACUTAAS-EQ,ACUTAAS,,-1,1,,NSE,10
6198,FCL-EQ,FCL,,-1,1,,NSE,1
6262,SELMC-EQ,SELMC,,-1,1,,NSE,1
6278,MEDICAMEQ-EQ,MEDICAMEQ,,-1,1,,NSE,5
637,CHAMBLFERT-EQ,CHAMBLFERT,,-1,1,,NSE,5
641,DNAMEDIA-EQ,DNAMEDIA,,-1,1,,NSE,1
6568,LAXMICOT-EQ,LAXMICOT,,-1,1,,NSE,1
6733,JINDALSTEL-EQ,JINDALSTEL,,-1,1,,NSE,5
6836,FOCUS-EQ,FOCUS,,-1,1,,NSE,1
6848,GREENLAM-EQ,GREENLAM,,-1,1,,NSE,1
6908,VISHNU-EQ,VISHNU,,-1,1,,NSE,5
6961,MENONBE-EQ,MENONBE,,-1,1,,NSE,1
7053,ACCELYA-EQ,ACCELYA,,-1,1,,NSE,10
7353,SETFNN50-EQ,SETFNN50,,-1,1,,NSE,1
7451,NIFTY50ADD-EQ,NIFTY50ADD,,-1,1,,NSE,1
756086,GROWWMOM50-EQ,GROWWMOM50,,-1,1,,NSE,1
756150,SILVER360-EQ,SILVER360,,-1,1,,NSE,1
756827,GROWWSLVR-EQ,GROWWSLVR,,-1,1,,NSE,1
756900,MON50EQUAL-EQ,MON50EQUAL,,-1,1,,NSE,1
756925,PRIMO-EQ,PRIMO,,-1,1,,NSE,1
757431,MOPSE-EQ,MOPSE,,-1,1,,NSE,1
757515,DIGITIDE-EQ,DIGITIDE,,-1,1,,NSE,1
757834,RMDRIP-EQ,RMDRIP,,-1,1,,NSE,5
757781,TOP15IETF-EQ,TOP15IETF,,-1,1,,NSE,1
757850,CRIZAC-EQ,CRIZAC,,-1,1,,NSE,5
2442,NOCIL-EQ,NOCIL,,-1,1,,NSE,1
24610,AVANTEL-EQ,AVANTEL,,-1,1,,NSE,1
24730,RUBFILA-EQ,RUBFILA,,-1,1,,NSE,1
2475,ONGC-EQ,ONGC,,-1,1,,NSE,1
24798,GROWWEV-EQ,GROWWEV,,-1,1,,NSE,1
24909,INTERARCH-EQ,INTERARCH,,-1,1,,NSE,10
25171,TOP10ADD-EQ,TOP10ADD,,-1,1,,NSE,1
25482,TIJARIA-EQ,TIJARIA,,-1,1,,NSE,1
25744,METAL-EQ,METAL,,-1,1,,NSE,1
25758,GROWWDEFNC-EQ,GROWWDEFNC,,-1,1,,NSE,1
2664,PIDILITIND-EQ,PIDILITIND,,-1,1,,NSE,10
27037,TBZ-EQ,TBZ,,-1,1,,NSE,1
27052,SAGILITY-EQ,SAGILITY,,-1,1,,NSE,1
27066,SWIGGY-EQ,SWIGGY,,-1,1,,NSE,5
27075,LIQUIDPLUS-EQ,LIQUIDPLUS,,-1,1,,NSE,1
27161,CINELINE-EQ,CINELINE,,-1,1,,NSE,1
2792,EASEMYTRIP-EQ,EASEMYTRIP,,-1,1,,NSE,1
28314,ANUHPHR-EQ,ANUHPHR,,-1,1,,NSE,1
28859,PROZONER-EQ,PROZONER,,-1,1,,NSE,1
28952,DUCON-EQ,DUCON,,-1,1,,NSE,1
29019,ECAPINSURE-EQ,ECAPINSURE,,-1,1,,NSE,1
29113,CARERATING-EQ,CARERATING,,-1,1,,NSE,10
29256,DENTA-EQ,DENTA,,-1,1,,NSE,5
2951,S&SPOWER-EQ,S&SPOWER,,-1,1,,NSE,5
29687,UNIONGOLD-EQ,UNIONGOLD,,-1,1,,NSE,5
2988,SANDESH-EQ,SANDESH,,-1,1,,NSE,10
3001,BSE500IETF-EQ,BSE500IETF,,-1,1,,NSE,1
30109,SELECTIPO-EQ,SELECTIPO,,-1,1,,NSE,1
3103,SHREECEM-EQ,SHREECEM,,-1,1,,NSE,500
3127,BARBEQUE-EQ,BARBEQUE,,-1,1,,NSE,5
3150,SIEMENS-EQ,SIEMENS,,-1,1,,NSE,10
31468,LYPSAGEMS-EQ,LYPSAGEMS,,-1,1,,NSE,1
317,BAJFINANCE-EQ,BAJFINANCE,,-1,1,,NSE,5
3363,SUPREMEIND-EQ,SUPREMEIND,,-1,1,,NSE,10
3389,AGARIND-EQ,AGARIND,,-1,1,,NSE,5
342,CAMS-EQ,CAMS,,-1,1,,NSE,10
3396,TAINWALCHM-EQ,TAINWALCHM,,-1,1,,NSE,1
3748,WEIZMANIND-EQ,WEIZMANIND,,-1,1,,NSE,1
3813,ARIHANTCAP-EQ,ARIHANTCAP,,-1,1,,NSE,1
383,BEL-EQ,BEL,,-1,1,,NSE,5
3880,SOMANYCERA-EQ,SOMANYCERA,,-1,1,,NSE,5
3906,CAPLIPOINT-EQ,CAPLIPOINT,,-1,1,,NSE,10
3980,TNPL-EQ,TNPL,,-1,1,,NSE,1
399,NIACL-EQ,NIACL,,-1,1,,NSE,1
404,BERGEPAINT-EQ,BERGEPAINT,,-1,1,,NSE,5
4007,CORALFINAC-EQ,CORALFINAC,,-1,1,,NSE,1
425,KHADIM-EQ,KHADIM,,-1,1,,NSE,1
4244,HDFCAMC-EQ,HDFCAMC,,-1,1,,NSE,50
4378,SENSEXIETF-EQ,SENSEXIETF,,-1,1,,NSE,1
4421,CREDITACC-EQ,CREDITACC,,-1,1,,NSE,10
4522,SIGIND-EQ,SIGIND,,-1,1,,NSE,1
4587,RAMCOIND-EQ,RAMCOIND,,-1,1,,NSE,5
48,HAPPSTMNDS-EQ,HAPPSTMNDS,,-1,1,,NSE,5
4775,DCMFINSERV-EQ,DCMFINSERV,,-1,1,,NSE,1
489,ICEMAKE-EQ,ICEMAKE,,-1,1,,NSE,5
4847,KIMS-EQ,KIMS,,-1,1,,NSE,5
4898,FDC-EQ,FDC,,-1,1,,NSE,5
4907,ENGINERSIN-EQ,ENGINERSIN,,-1,1,,NSE,1
4963,ICICIBANK-EQ,ICICIBANK,,-1,1,,NSE,10
5054,GRINFRA-EQ,GRINFRA,,-1,1,,NSE,10
509,MAZDOCK-EQ,MAZDOCK,,-1,1,,NSE,10
5220,BFSI-EQ,BFSI,,-1,1,,NSE,1
5292,PRITIKAUTO-EQ,PRITIKAUTO,,-1,1,,NSE,1
5407,CARTRADE-EQ,CARTRADE,,-1,1,,NSE,10
5622,CEMPRO-EQ,CEMPRO,,-1,1,,NSE,5
5926,INTELLECT-EQ,INTELLECT,,-1,1,,NSE,5
5938,MONTECARLO-EQ,MONTECARLO,,-1,1,,NSE,5
6164,BHAGCHEM-EQ,BHAGCHEM,,-1,1,,NSE,5
6216,CAMLINFINE-EQ,CAMLINFINE,,-1,1,,NSE,1
625,ABREL-EQ,ABREL,,-1,1,,NSE,10
6663,SIGACHI-EQ,SIGACHI,,-1,1,,NSE,1
6803,STEELCAS-EQ,STEELCAS,,-1,1,,NSE,1
685,CHOLAFIN-EQ,CHOLAFIN,,-1,1,,NSE,10
6863,BAJAJHCARE-EQ,BAJAJHCARE,,-1,1,,NSE,5
7361,SETFNIFBK-EQ,SETFNIFBK,,-1,1,,NSE,1
7413,MANAKCOAT-EQ,MANAKCOAT,,-1,1,,NSE,1
7518,TREJHARA-EQ,TREJHARA,,-1,1,,NSE,1
7553,NRBBEARING-EQ,NRBBEARING,,-1,1,,NSE,5
756802,OSWALPUMPS-EQ,OSWALPUMPS,,-1,1,,NSE,5
757014,THELEELA-EQ,THELEELA,,-1,1,,NSE,5
757336,AEGISVOPAK-EQ,AEGISVOPAK,,-1,1,,NSE,1
757862,EBGNG-EQ,EBGNG,,-1,1,,NSE,5
758697,GROWWNIFTY-EQ,GROWWNIFTY,,-1,1,,NSE,1
758858,CPPLUS-EQ,CPPLUS,,-1,1,,NSE,10
7603,CMSINFO-EQ,CMSINFO,,-1,1,,NSE,5
758955,SML100CASE-EQ,SML100CASE,,-1,1,,NSE,1
778,KEEPLEARN-EQ,KEEPLEARN,,-1,1,,NSE,1
7919,BYKE-EQ,BYKE,,-1,1,,NSE,1
7929,ZYDUSLIFE-EQ,ZYDUSLIFE,,-1,1,,NSE,5
8110,AWL-EQ,AWL,,-1,1,,NSE,5
8159,FIBERWEB-EQ,FIBERWEB,,-1,1,,NSE,1
8167,MANYAVAR-EQ,MANYAVAR,,-1,1,,NSE,5
822,BANKA-EQ,BANKA,,-1,1,,NSE,1
8833,BCG-EQ,BCG,,-1,1,,NSE,1
8866,CHOICEIN-EQ,CHOICEIN,,-1,1,,NSE,5
8962,HARDWYN-EQ,HARDWYN,,-1,1,,NSE,1
9014,ANUP-EQ,ANUP,,-1,1,,NSE,10
9219,TPLPLASTEH-EQ,TPLPLASTEH,,-1,1,,NSE,1
9305,STARTECK-EQ,STARTECK,,-1,1,,NSE,5
9348,IOB-EQ,IOB,,-1,1,,NSE,1
936,DPABHUSHAN-EQ,DPABHUSHAN,,-1,1,,NSE,10
9436,AXISCADES-EQ,AXISCADES,,-1,1,,NSE,10
9641,KHANDSE-EQ,KHANDSE,,-1,1,,NSE,1
9685,TRIDENT-EQ,TRIDENT,,-1,1,,NSE,1
9741,PARADEEP-EQ,PARADEEP,,-1,1,,NSE,1
9917,NEOGEN-EQ,NEOGEN,,-1,1,,NSE,10
758165,GROWWPOWER-EQ,GROWWPOWER,,-1,1,,NSE,1
758572,GLOBECIVIL-EQ,GLOBECIVIL,,-1,1,,NSE,1
759084,URBANCO-EQ,URBANCO,,-1,1,,NSE,1
759093,SHRINGARMS-EQ,SHRINGARMS,,-1,1,,NSE,1
7848,BIL-EQ,BIL,,-1,1,,NSE,5
7880,AUTOBEES-EQ,AUTOBEES,,-1,1,,NSE,1
804,SHIVATEX-EQ,SHIVATEX,,-1,1,,NSE,1
805,DCM-EQ,DCM,,-1,1,,NSE,1
809,BSHSL-EQ,BSHSL,,-1,1,,NSE,1
8424,VIPULLTD-EQ,VIPULLTD,,-1,1,,NSE,1
8477,XELPMOC-EQ,XELPMOC,,-1,1,,NSE,1
8591,AKSHOPTFBR-EQ,AKSHOPTFBR,,-1,1,,NSE,1
8596,MSUMI-EQ,MSUMI,,-1,1,,NSE,1
8696,VRLLOG-EQ,VRLLOG,,-1,1,,NSE,5
874,ASTRON-EQ,ASTRON,,-1,1,,NSE,1
8727,SHAILY-EQ,SHAILY,,-1,1,,NSE,10
8827,AVROIND-EQ,AVROIND,,-1,1,,NSE,1
8828,GAEL-EQ,GAEL,,-1,1,,NSE,1
9158,BALAJITELE-EQ,BALAJITELE,,-1,1,,NSE,1
9288,KRITIKA-EQ,KRITIKA,,-1,1,,NSE,1
9354,TAJGVK-EQ,TAJGVK,,-1,1,,NSE,5
967,SUBEXLTD-EQ,SUBEXLTD,,-1,1,,NSE,1
9750,ETHOSLTD-EQ,ETHOSLTD,,-1,1,,NSE,10
9847,NV20BEES-EQ,NV20BEES,,-1,1,,NSE,1
758002,SHANTIGOLD-EQ,SHANTIGOLD,,-1,1,,NSE,1
758300,GROWWLOVOL-EQ,GROWWLOVOL,,-1,1,,NSE,1
758981,RNBDENIMS-EQ,RNBDENIMS,,-1,1,,NSE,1
758986,GCSL-EQ,GCSL,,-1,1,,NSE,5
759439,PATELRMART-EQ,PATELRMART,,-1,1,,NSE,5
7902,LFIC-EQ,LFIC,,-1,1,,NSE,1
8054,KTKBANK-EQ,KTKBANK,,-1,1,,NSE,1
8124,AJANTPHARM-EQ,AJANTPHARM,,-1,1,,NSE,10
8132,BLBLIMITED-EQ,BLBLIMITED,,-1,1,,NSE,1
8182,MOMOMENTUM-EQ,MOMOMENTUM,,-1,1,,NSE,1
8304,PRITI-EQ,PRITI,,-1,1,,NSE,1
8469,MITCON-EQ,MITCON,,-1,1,,NSE,1
8585,NLCINDIA-EQ,NLCINDIA,,-1,1,,NSE,1
8825,PRIVISCL-EQ,PRIVISCL,,-1,1,,NSE,10
910,EICHERMOT-EQ,EICHERMOT,,-1,1,,NSE,50
8954,TTML-EQ,TTML,,-1,1,,NSE,1
8998,UMIYA-MRO-EQ,UMIYA-MRO,,-1,1,,NSE,1
926,ORCHPHARMA-EQ,ORCHPHARMA,,-1,1,,NSE,5
9260,ARROWGREEN-EQ,ARROWGREEN,,-1,1,,NSE,5
928,ELECTCAST-EQ,ELECTCAST,,-1,1,,NSE,1
9422,SILVERTUC-EQ,SILVERTUC,,-1,1,,NSE,5
9553,PRUDENT-EQ,PRUDENT,,-1,1,,NSE,10
9668,HIKAL-EQ,HIKAL,,-1,1,,NSE,5
9862,WEWIN-EQ,WEWIN,,-1,1,,NSE,1
758150,MBEL-EQ,MBEL,,-1,1,,NSE,5
758680,REGAAL-EQ,REGAAL,,-1,1,,NSE,1
758853,SGFIN-EQ,SGFIN,,-1,1,,NSE,5
758968,AHCL-EQ,AHCL,,-1,1,,NSE,1
758973,VIKRAN-EQ,VIKRAN,,-1,1,,NSE,1
7835,WEL-EQ,WEL,,-1,1,,NSE,1
7844,AUTOIETF-EQ,AUTOIETF,,-1,1,,NSE,1
8003,SILVER-EQ,SILVER,,-1,1,,NSE,1
8077,MIDCAP-EQ,MIDCAP,,-1,1,,NSE,1
8146,DEVIT-EQ,DEVIT,,-1,1,,NSE,1
8652,VETO-EQ,VETO,,-1,1,,NSE,1
8657,DIL-EQ,DIL,,-1,1,,NSE,1
881,DRREDDY-EQ,DRREDDY,,-1,1,,NSE,10
896,KHAICHEM-EQ,KHAICHEM,,-1,1,,NSE,1
8937,E2E-EQ,E2E,,-1,1,,NSE,10
9039,UFO-EQ,UFO,,-1,1,,NSE,1
916,EIDPARRY-EQ,EIDPARRY,,-1,1,,NSE,10
937,ELGIEQUIP-EQ,ELGIEQUIP,,-1,1,,NSE,5
9408,RAINBOW-EQ,RAINBOW,,-1,1,,NSE,10
9617,SPLPETRO-EQ,SPLPETRO,,-1,1,,NSE,5
9652,RELCHEMQ-EQ,RELCHEMQ,,-1,1,,NSE,1
9756,EMUDHRA-EQ,EMUDHRA,,-1,1,,NSE,5
993,EVERESTIND-EQ,EVERESTIND,,-1,1,,NSE,5
10343,RADHIKAJWE-EQ,RADHIKAJWE,,-1,1,,NSE,1
10578,MPSLTD-EQ,MPSLTD,,-1,1,,NSE,10
10637,OLECTRA-EQ,OLECTRA,,-1,1,,NSE,10
10661,PONNIERODE-EQ,PONNIERODE,,-1,1,,NSE,5
1085,GABRIEL-EQ,GABRIEL,,-1,1,,NSE,10
10761,SILVERADD-EQ,SILVERADD,,-1,1,,NSE,1
10865,GVPTECH-EQ,GVPTECH,,-1,1,,NSE,1
10999,MARUTI-EQ,MARUTI,,-1,1,,NSE,100
11006,LIQUIDBEES-EQ,LIQUIDBEES,,-1,1,,NSE,1
11039,DCMNVL-EQ,DCMNVL,,-1,1,,NSE,1
11050,SIRCA-EQ,SIRCA,,-1,1,,NSE,5
11233,SUVEN-EQ,SUVEN,,-1,1,,NSE,1
11373,BIOCON-EQ,BIOCON,,-1,1,,NSE,5
11386,PVTBANIETF-EQ,PVTBANIETF,,-1,1,,NSE,1
11394,ZOTA-EQ,ZOTA,,-1,1,,NSE,10
11423,DATAMATICS-EQ,DATAMATICS,,-1,1,,NSE,10
11435,SPANDANA-EQ,SPANDANA,,-1,1,,NSE,1
1156,GLFL-EQ,GLFL,,-1,1,,NSE,1
11538,HDFCMOMENT-EQ,HDFCMOMENT,,-1,1,,NSE,1
11566,DCI-EQ,DCI,,-1,1,,NSE,1
11593,HDFCSENSEX-EQ,HDFCSENSEX,,-1,1,,NSE,1
11596,LINCOLN-EQ,LINCOLN,,-1,1,,NSE,5
11626,WELENT-EQ,WELENT,,-1,1,,NSE,5
1168,GMBREW-EQ,GMBREW,,-1,1,,NSE,5
11804,SUKHJITS-EQ,SUKHJITS,,-1,1,,NSE,1
11809,IIFL-EQ,IIFL,,-1,1,,NSE,5
11864,PRIMESECU-EQ,PRIMESECU,,-1,1,,NSE,5
12188,INOXGREEN-EQ,INOXGREEN,,-1,1,,NSE,1
12603,PRECAM-EQ,PRECAM,,-1,1,,NSE,1
1267,GUJALKALI-EQ,GUJALKALI,,-1,1,,NSE,5
10074,EMAMIPAP-EQ,EMAMIPAP,,-1,1,,NSE,1
10159,ORICONENT-EQ,ORICONENT,,-1,1,,NSE,1
10417,DYCL-EQ,DYCL,,-1,1,,NSE,5
10579,MARKSANS-EQ,MARKSANS,,-1,1,,NSE,1
10633,HDFCNIF100-EQ,HDFCNIF100,,-1,1,,NSE,1
10990,RADICO-EQ,RADICO,,-1,1,,NSE,10
11072,AGRITECH-EQ,AGRITECH,,-1,1,,NSE,1
11149,SHRENIK-EQ,SHRENIK,,-1,1,,NSE,1
11193,AXISILVER-EQ,AXISILVER,,-1,1,,NSE,1
11260,HDFCVALUE-EQ,HDFCVALUE,,-1,1,,NSE,1
11262,IGL-EQ,IGL,,-1,1,,NSE,1
11275,TVTODAY-EQ,TVTODAY,,-1,1,,NSE,1
11297,SIL-EQ,SIL,,-1,1,,NSE,1
11439,BANKBEES-EQ,BANKBEES,,-1,1,,NSE,1
11441,LICNETFSEN-EQ,LICNETFSEN,,-1,1,,NSE,1
11511,CENTEXT-EQ,CENTEXT,,-1,1,,NSE,1
1153,GLAXO-EQ,GLAXO,,-1,1,,NSE,10
11627,NARMADA-EQ,NARMADA,,-1,1,,NSE,1
11796,HPIL-EQ,HPIL,,-1,1,,NSE,1
11852,SURYALAXMI-EQ,SURYALAXMI,,-1,1,,NSE,1
11971,GOLDIAM-EQ,GOLDIAM,,-1,1,,NSE,5
12022,AURIONPRO-EQ,AURIONPRO,,-1,1,,NSE,10
12384,ZIMLAB-EQ,ZIMLAB,,-1,1,,NSE,1
12490,VINNY-EQ,VINNY,,-1,1,,NSE,1
12686,MBAPL-EQ,MBAPL,,-1,1,,NSE,5
100,ARE&M-EQ,ARE&M,,-1,1,,NSE,5
1008,FACT-EQ,FACT,,-1,1,,NSE,5
10176,SETFNIF50-EQ,SETFNIF50,,-1,1,,NSE,1
10227,MANORAMA-EQ,MANORAMA,,-1,1,,NSE,10
10238,CONFIPET-EQ,CONFIPET,,-1,1,,NSE,1
104,SHAREINDIA-EQ,SHAREINDIA,,-1,1,,NSE,1
1041,FINPIPE-EQ,FINPIPE,,-1,1,,NSE,1
10415,MUTHOOTCAP-EQ,MUTHOOTCAP,,-1,1,,NSE,5
10447,UNITDSPR-EQ,UNITDSPR,,-1,1,,NSE,10
10485,RAMRAT-EQ,RAMRAT,,-1,1,,NSE,5
10530,SHARDAMOTR-EQ,SHARDAMOTR,,-1,1,,NSE,10
10700,SURANAT&P-EQ,SURANAT&P,,-1,1,,NSE,1
10876,HDFCSILVER-EQ,HDFCSILVER,,-1,1,,NSE,1
11045,SATIA-EQ,SATIA,,-1,1,,NSE,1
11082,LIBAS-EQ,LIBAS,,-1,1,,NSE,1
1127,GHCL-EQ,GHCL,,-1,1,,NSE,5
11184,IDFCFIRSTB-EQ,IDFCFIRSTB,,-1,1,,NSE,1
1129,GTECJAINX-EQ,GTECJAINX,,-1,1,,NSE,1
11411,RKFORGE-EQ,RKFORGE,,-1,1,,NSE,5
11427,NDTV-EQ,NDTV,,-1,1,,NSE,1
11457,NV20-EQ,NV20,,-1,1,,NSE,1
11522,NIITLTD-EQ,NIITLTD,,-1,1,,NSE,1
11530,EMIL-EQ,EMIL,,-1,1,,NSE,1
11532,ULTRACEMCO-EQ,ULTRACEMCO,,-1,1,,NSE,100
11580,WESTLIFE-EQ,WESTLIFE,,-1,1,,NSE,5
1162,GTL-EQ,GTL,,-1,1,,NSE,1
11618,ASTRAMICRO-EQ,ASTRAMICRO,,-1,1,,NSE,10
11655,JBMA-EQ,JBMA,,-1,1,,NSE,5
1174,GNFC-EQ,GNFC,,-1,1,,NSE,5
11743,JINDALPHOT-EQ,JINDALPHOT,,-1,1,,NSE,10
1181,GODFRYPHLP-EQ,GODFRYPHLP,,-1,1,,NSE,100
11782,EVEREADY-EQ,EVEREADY,,-1,1,,NSE,5
1186,GLAND-EQ,GLAND,,-1,1,,NSE,10
11856,SHAHALLOYS-EQ,SHAHALLOYS,,-1,1,,NSE,1
11884,MANINDS-EQ,MANINDS,,-1,1,,NSE,5
11895,DCXINDIA-EQ,DCXINDIA,,-1,1,,NSE,5
11905,GENUSPOWER-EQ,GENUSPOWER,,-1,1,,NSE,5
11915,YESBANK-EQ,YESBANK,,-1,1,,NSE,1
11919,MSPL-EQ,MSPL,,-1,1,,NSE,1
1196,KANSAINER-EQ,KANSAINER,,-1,1,,NSE,1
11932,FUSION-EQ,FUSION,,-1,1,,NSE,1
11966,BIKAJI-EQ,BIKAJI,,-1,1,,NSE,5
1200,ESG-EQ,ESG,,-1,1,,NSE,1
11992,SYNCOMF-EQ,SYNCOMF,,-1,1,,NSE,1
12009,IMPAL-EQ,IMPAL,,-1,1,,NSE,5
12015,AEROENTER-EQ,AEROENTER,,-1,1,,NSE,1
12024,ACI-EQ,ACI,,-1,1,,NSE,5
12219,RUSTOMJEE-EQ,RUSTOMJEE,,-1,1,,NSE,5
1235,GREAVESCOT-EQ,GREAVESCOT,,-1,1,,NSE,1
10457,ARVSMART-EQ,ARVSMART,,-1,1,,NSE,5
10473,POWERMECH-EQ,POWERMECH,,-1,1,,NSE,10
10576,NIFTYBEES-EQ,NIFTYBEES,,-1,1,,NSE,1
10619,HDFCNEXT50-EQ,HDFCNEXT50,,-1,1,,NSE,1
1076,ZENSARTECH-EQ,ZENSARTECH,,-1,1,,NSE,5
10755,APTECHT-EQ,APTECHT,,-1,1,,NSE,1
11027,INFOBEAN-EQ,INFOBEAN,,-1,1,,NSE,5
11223,UCOBANK-EQ,UCOBANK,,-1,1,,NSE,1
11236,JSL-EQ,JSL,,-1,1,,NSE,5
11293,UNIENTER-EQ,UNIENTER,,-1,1,,NSE,1
11319,LICNETFN50-EQ,LICNETFN50,,-1,1,,NSE,1
11325,MUKANDLTD-EQ,MUKANDLTD,,-1,1,,NSE,1
11369,TTKHLTCARE-EQ,TTKHLTCARE,,-1,1,,NSE,10
11452,CCL-EQ,CCL,,-1,1,,NSE,5
11543,COFORGE-EQ,COFORGE,,-1,1,,NSE,10
11582,TRACXN-EQ,TRACXN,,-1,1,,NSE,1
11573,FORCEMOT-EQ,FORCEMOT,,-1,1,,NSE,100
10285,AYMSYNTEX-EQ,AYMSYNTEX,,-1,1,,NSE,1
10277,NGLFINE-EQ,NGLFINE,,-1,1,,NSE,10
10297,PPL-EQ,PPL,,-1,1,,NSE,5
10406,STEELCITY-EQ,STEELCITY,,-1,1,,NSE,1
10407,KSHITIJPOL-EQ,KSHITIJPOL,,-1,1,,NSE,1
10440,LUPIN-EQ,LUPIN,,-1,1,,NSE,10
10511,UTINIFTETF-EQ,UTINIFTETF,,-1,1,,NSE,1
10599,GUJGASLTD-EQ,GUJGASLTD,,-1,1,,NSE,5
10676,MNC-EQ,MNC,,-1,1,,NSE,1
10723,INFRAIETF-EQ,INFRAIETF,,-1,1,,NSE,1
10794,CANBK-EQ,CANBK,,-1,1,,NSE,1
10871,GRMOVER-EQ,GRMOVER,,-1,1,,NSE,5
11677,INDOCO-EQ,INDOCO,,-1,1,,NSE,5
11794,SAKSOFT-EQ,SAKSOFT,,-1,1,,NSE,1
11840,NH-EQ,NH,,-1,1,,NSE,10
11868,63MOONS-EQ,63MOONS,,-1,1,,NSE,5
11872,GRANULES-EQ,GRANULES,,-1,1,,NSE,5
11975,RML-EQ,RML,,-1,1,,NSE,5
11983,SASKEN-EQ,SASKEN,,-1,1,,NSE,10
11987,ICIL-EQ,ICIL,,-1,1,,NSE,1
12153,BBTCL-EQ,BBTCL,,-1,1,,NSE,1
1232,GRASIM-EQ,GRASIM,,-1,1,,NSE,10
12489,SWSOLAR-EQ,SWSOLAR,,-1,1,,NSE,5
1250,CASTROLIND-EQ,CASTROLIND,,-1,1,,NSE,1
11058,SECURKLOUD-EQ,SECURKLOUD,,-1,1,,NSE,1
1100,GARFIBRES-EQ,GARFIBRES,,-1,1,,NSE,5
11162,HARSHA-EQ,HARSHA,,-1,1,,NSE,5
11239,NSIL-EQ,NSIL,,-1,1,,NSE,50
11271,DREDGECORP-EQ,DREDGECORP,,-1,1,,NSE,5
11364,VAIBHAVGBL-EQ,VAIBHAVGBL,,-1,1,,NSE,1
11432,KRITINUT-EQ,KRITINUT,,-1,1,,NSE,1
11496,AMBICAAGAR-EQ,AMBICAAGAR,,-1,1,,NSE,1
11547,HDFCLOWVOL-EQ,HDFCLOWVOL,,-1,1,,NSE,1
11654,LALPATHLAB-EQ,LALPATHLAB,,-1,1,,NSE,10
11723,JSWSTEEL-EQ,JSWSTEEL,,-1,1,,NSE,10
11778,GOKEX-EQ,GOKEX,,-1,1,,NSE,5
1185,AMBER-EQ,AMBER,,-1,1,,NSE,50
11909,SWELECTES-EQ,SWELECTES,,-1,1,,NSE,5
11935,SPLIL-EQ,SPLIL,,-1,1,,NSE,1
12026,RENUKA-EQ,RENUKA,,-1,1,,NSE,1
1270,AMBUJACEM-EQ,AMBUJACEM,,-1,1,,NSE,5
12848,N1NSETEST-EQ,N1NSETEST,,-1,1,,NSE,5
1328,MARINE-EQ,MARINE,,-1,1,,NSE,1
13400,BHAGERIA-EQ,BHAGERIA,,-1,1,,NSE,1
13451,RATNAMANI-EQ,RATNAMANI,,-1,1,,NSE,10
13528,GMRAIRPORT-EQ,GMRAIRPORT,,-1,1,,NSE,1
13611,IRCTC-EQ,IRCTC,,-1,1,,NSE,5
13625,BILVYAPAR-EQ,BILVYAPAR,,-1,1,,NSE,1
